Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),BACK_SPACE:Zone People Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone People Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone People Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone People Total Heating Rate [W](TimeStep),FRONT_ENTRY:Zone People Total Heating Rate [W](TimeStep),BACK_SPACE:Zone Lights Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone Lights Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone Lights Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone Lights Total Heating Rate [W](TimeStep),FRONT_ENTRY:Zone Lights Total Heating Rate [W](TimeStep),BACK_SPACE:Zone Electric Equipment Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone Electric Equipment Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone Electric Equipment Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone Electric Equipment Total Heating Rate [W](TimeStep),BACK_SPACE:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),CORE_RETAIL:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),POINT_OF_SALE:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),FRONT_RETAIL:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),FRONT_ENTRY:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),BACK_SPACE:Zone Mean Air Temperature [C](TimeStep),CORE_RETAIL:Zone Mean Air Temperature [C](TimeStep),POINT_OF_SALE:Zone Mean Air Temperature [C](TimeStep),FRONT_RETAIL:Zone Mean Air Temperature [C](TimeStep),FRONT_ENTRY:Zone Mean Air Temperature [C](TimeStep),BACK_SPACE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CORE_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),POINT_OF_SALE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),FRONT_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),FRONT_ENTRY:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),DISTRICT HEATING UTILITY:District Heating Water Rate [W](TimeStep),BACK_SPACE_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),CORE_RETAIL_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),POINT_OF_SALE_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),FRONT_RETAIL_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),FRONT_ENTRY_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),HW CIRCULATING PUMP:Pump Mass Flow Rate [kg/s](TimeStep),HW SUPPLY OUTLET NODE:System Node Temperature [C](TimeStep),Electricity:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep),Fans:Electricity [J](TimeStep) 
 01/19  19:50:00,3.95,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,20.765763464095503,21.620734812920226,21.031979942887325,19.942370155312794,18.000028652813683,18.0,18.0,18.0,18.0,18.0,1333.3905185513308,3191.0428097549866,27218.47186928754,2488.7618997101267,2338.203997357249,164.37698549121217,0.0,0.0,35.65864219240423,35.65864219240423,0.0,0.0,35.65864219240423,35.65864219240423,0.0,0.0,35.65864219240423,35.65864219240423,0.0,0.0,35.65864219240423,35.65864219240423,1885.9724121439963,0.025550116662627846,35.65864219240423,17.999637113943777,0.025550116662627846,35.45125,23358958.207997967,800034.3111307987,1179428.5714285716 
 01/19  20:00:00,4.0,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,20.500476156149503,21.441274602885994,20.82451782746033,19.70460072962328,18.001968487619042,18.0,18.0,18.0,18.0,18.0,1395.41488918107,3121.2575046965326,26776.61765353804,2442.883354262951,2283.8268573594582,163.82480511942293,0.0,0.0,35.64436424801836,35.64436424801836,0.0,0.0,35.64436424801836,35.64436424801836,0.0,0.0,35.64436424801836,35.64436424801836,0.0,0.0,35.64436424801836,35.64436424801836,1933.3097572931401,0.026214791913996935,35.64436424801836,18.001107817812176,0.026214791913996935,35.400000000000006,23430371.070752278,837248.933508642,1179428.5714285716 
 01/19  20:10:00,3.8333333333333335,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,22.022707192707397,22.405722948672746,22.68949358032618,21.658914276805945,24.932346071713265,24.0,24.0,24.0,24.0,24.0,99294.66279352992,3356.998579416455,28077.848153079183,2672.4025411933244,2522.0841942103907,239.87011594218353,18363.769442452438,0.6620059995969197,35.579024028349174,28.94276048878365,48798.449753644636,1.8171066063215866,35.579024028349174,29.15437605481941,9041.608444684913,0.340523482770503,35.579024028349174,29.226850593443103,9756.526352132907,0.3405432086233951,35.579024028349174,28.72498273689535,2283.172006217696,0.03512011093184001,35.579024028349174,28.144517456369883,3.195299408244245,35.57083333333333,23843184.755058855,59576797.67611794,1179428.5714285716 
 01/19  20:20:00,3.666666666666667,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,22.98591078543751,23.121158748016324,23.70521921845447,22.843508577027645,24.097590740223723,24.0,24.0,24.0,24.0,24.0,81313.15844395496,3570.695510665364,29382.037594570305,2855.294529491748,2720.0047864499434,240.86764124467445,17252.459253388068,0.6620059995969197,35.71955617463762,29.48489576518907,46786.34399532998,1.8171066063215866,35.71955617463762,29.559815616157813,7471.10319609954,0.26498091977958566,35.71955617463762,27.953200029969565,9024.1777318652,0.34054320862339515,35.71955617463762,29.379995908693115,1047.4082725423327,0.02153547814435854,35.71955617463762,26.03856995162709,3.1061722124658453,35.74166666666667,23829554.950752974,48787895.06637298,1179428.5714285718 
 01/19  20:30:00,3.5,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,23.629111457243607,23.6756034651646,23.99785059597658,23.570960247453478,24.000050101303124,23.99999999999999,23.99999999999999,23.99999999999999,23.99999999999999,23.99999999999999,77933.1702595177,3711.7208443816653,30363.404872513736,2938.491640019179,2843.180175125071,240.21868594937737,16695.431040741816,0.6620059995969194,35.88904323685117,29.855680607233612,45654.2266127912,1.8171066063215857,35.88904323685117,29.878353635609663,5791.630331268812,0.1211563042539582,35.88904323685117,24.404134969563145,8667.134179767196,0.340543208623395,35.88904323685117,29.800309049841218,1131.7167398853035,0.02283824163704195,35.88904323685117,24.032808861129183,2.9636503604329003,35.91249999999998,23807581.07050091,46759902.15571064,1179428.5714285718 
 01/19  20:40:00,3.3333333333333335,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,23.964738819232267,23.982295028939728,24.0002639148217,23.94319479029336,24.00008025606128,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,24.000000000000007,58047.05722175424,3826.9925889077585,31246.21351284779,2976.543412977629,2937.831459106821,241.75922160047767,14749.834705732947,0.4677356842855192,36.058864514612374,27.38944649283549,35760.47336698289,1.1720692514408286,36.058864514612374,27.111186309664667,5279.290522484402,0.10707867329306836,36.058864514612374,24.260540843750363,8014.696706020579,0.25191550833224796,36.058864514612374,27.57279425267088,1070.7853966625075,0.021243021033756145,36.058864514612374,23.999709271582308,2.02004213838542,36.08333333333334,23662234.579312466,34828234.33305253,1179428.5714285716 
 01/19  20:50:00,3.1666666666666665,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,23.99984299307956,24.000049062649047,24.000217048005506,23.999912095197008,24.00043811391722,24.0,24.0,24.0,24.0,24.0,55125.95117493212,3898.843844109437,31769.537334503806,3000.5207190887427,3000.0181691091707,243.6995417448587,13177.731591698262,0.2766978201440251,36.19810608065261,24.804567220122244,30200.748372125163,0.6095469914760401,36.19810608065261,24.344943781101335,5498.849831687715,0.11057036916132054,36.19810608065261,24.30057581301307,7345.6324767528,0.15863194386070262,36.19810608065261,25.120082947658,1019.3605609095104,0.019993431561182252,36.19810608065261,24.0007920702611,1.1754405562032706,36.25416666666666,23531990.23962541,33075570.70495927,1179428.5714285716 
 01/19  21:00:00,3.0,294.41229656419534,9303.630615210723,876.6607460035524,876.6607460035524,69.76799999999999,1714.6487106000002,14643.322204213498,1379.80819515,1379.80819515,65.87508,2139.9915779028574,3608.5624973567087,2265.4426622691126,340.02694233871904,0.0,0.0,0.0,0.0,0.0,23.99977085147627,23.999958560590766,24.000255238388956,24.000593122646183,23.998758727843487,24.0,24.0,24.0,24.0,24.0,61692.593114509,3929.8556187599356,32022.49712428817,3024.2005735490893,3024.1566578859192,245.62293675717893,13691.68283879602,0.28574868341976417,36.369855459907946,24.90690777091878,34162.41965740877,0.6938366045622464,36.369855459907946,24.590673422671777,5274.395114010785,0.10391951988845916,36.369855459907946,24.227603318293,7469.2167856532305,0.15929706731504517,36.369855459907946,25.152486565566367,989.7545819524213,0.019142647239429815,36.369855459907946,24.00043811391725,1.2619445224249446,36.42499999999999,23545279.2191774,37015555.8687054,1179428.5714285716 
 01/19  21:10:00,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.00078131987523,24.000057190653223,24.00007801900752,23.999294444253476,24.000394303669644,24.0,24.0,24.0,24.0,24.0,42209.33704110105,0.0,0.0,0.0,0.0,0.0,11976.248060494598,0.23790840610514305,36.51993254765243,24.47693179010617,19151.60090410617,0.36643800215371836,36.51993254765243,24.016527667692365,4789.758187624937,0.09244680489277327,36.51993254765243,24.124964805580163,6076.64151679474,0.1203873452360049,36.51993254765243,24.444394318830064,850.2214086094858,0.016244663143460576,36.51993254765243,23.998758727843516,0.8334252215311002,36.59583333333333,11009878.25604178,25325602.224660628,0.0 
 01/19  21:20:00,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.000049896834415,23.99993589682725,23.999734046945676,24.000782855324708,24.000542413905876,24.0,24.0,24.0,24.0,24.0,43579.772352302985,0.0,0.0,0.0,0.0,0.0,11951.18803427622,0.23370621958426419,36.684597600532555,24.450708838592107,19751.63128625674,0.37309244529210306,36.684597600532555,24.019450658343402,4943.088863926154,0.09427578844281015,36.684597600532555,24.141004340664914,6113.640401845736,0.11938966005449106,36.684597600532555,24.434010766604032,838.7372694522821,0.015819270982584357,36.684597600532555,24.000394303669683,0.8362833843562528,36.766666666666666,10947792.325695772,26147863.411381792,0.0 
 01/19  21:30:00,2.5,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999837366940646,23.999823320785495,23.999195383173507,24.001064468167613,23.99924101453404,24.0,24.0,24.0,24.0,24.0,44136.61913532213,0.0,0.0,0.0,0.0,0.0,11983.25954545934,0.23079701353134802,36.85454290663958,24.433201487033116,20086.96486597916,0.37442333391978,36.85454290663958,24.02015585931435,5034.280175510887,0.09477460213827477,36.85454290663958,24.146779217241928,6135.62187606169,0.11805941314580592,36.85454290663958,24.421378245327013,831.3943684918736,0.015473639851872431,36.85454290663958,24.000542413905848,0.833528002587081,36.93749999999999,10947367.816193879,26481971.481193278,0.0 
 01/19  21:40:00,2.333333333333333,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999232490757734,23.99995383691741,23.9998975225862,24.001041730862095,23.99994319175682,24.0,24.0,24.0,24.0,24.0,44519.647934391265,0.0,0.0,0.0,0.0,0.0,11995.995048706562,0.22756456236144118,37.024844135373584,24.41367460603366,20329.432011967183,0.37397970437722106,37.024844135373584,24.02012643436645,5117.927528245087,0.09510714460191783,37.024844135373584,24.15110493039593,6171.491163547457,0.11706172796429207,37.024844135373584,24.412410350310488,828.0177596995552,0.015207769751324795,37.024844135373584,23.99924101453408,0.8289209090561969,37.10833333333334,11009179.451896345,26711788.760634758,0.0 
 01/19  21:50:00,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.99925119550511,24.000218465712177,23.999987351724926,24.000986650105194,24.000531159900014,24.0,24.0,24.0,24.0,24.0,44854.20778635251,0.0,0.0,0.0,0.0,0.0,12033.906626407857,0.2249786014255157,37.195139794303444,24.398700435184004,20522.615221717657,0.3726488157495441,37.195139794303444,24.0199562093398,5184.545764695016,0.09510714460191783,37.195139794303444,24.15382771971816,6206.072245396958,0.11606404278277821,37.195139794303444,24.403010180295173,825.6006797089058,0.014968486660831924,37.195139794303444,23.999943191756802,0.8237670912205879,37.27916666666667,10945866.791519757,26912524.671811506,0.0 
 01/19  22:00:00,2.0,0.0,0.0,0.0,0.0,0.0,685.8594842400001,5857.3288816854,551.92327806,551.92327806,26.350032,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999328866105337,24.000378527533055,23.999606432910692,24.000128436404204,23.999276965315655,24.0,24.0,24.0,24.0,24.0,45154.81374967482,0.0,0.0,0.0,0.0,0.0,12067.260274536415,0.22239264048959023,37.36539870687123,24.38428401915838,20689.18359586439,0.3708742975793082,37.36539870687123,24.019730145146074,5251.389635442379,0.09510714460191783,37.36539870687123,24.155946197568255,6239.212099201665,0.11506635760126437,37.36539870687123,24.39345360832559,824.3344002296442,0.014755790580393814,37.36539870687123,24.000531159899964,0.8181962308524744,37.45000000000001,11007529.824653681,27092888.24980489,0.0 
 01/19  22:10:00,1.9333333333333333,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.00021416120958,23.999962847852462,23.99956465781478,24.000217568413937,23.999935537691023,24.0,24.0,24.0,24.0,24.0,46160.300215840274,0.0,0.0,0.0,0.0,0.0,12106.926500567977,0.2210996600216275,37.47785951463492,24.37791219054545,21626.265390519933,0.3846268133986366,37.47785951463492,24.026515196320002,5347.597975279802,0.09610477199284705,37.47785951463492,24.16603708761677,6315.767419349266,0.1155652001920213,37.47785951463492,24.403429315280594,822.3607024676691,0.014596268520065233,37.47785951463492,23.99927696531565,0.8319927141251977,37.51833333333333,7494107.817888928,27696180.129504163,0.0 
 01/19  22:20:00,1.8666666666666667,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999064607492304,23.999925419868475,23.999630592881914,23.999197037690145,23.999553581642516,24.0,24.0,24.0,24.0,24.0,46508.53967350619,0.0,0.0,0.0,0.0,0.0,12048.080122052785,0.21851369908570206,37.5522742320166,24.36172448281091,22017.952850160378,0.3895067383667854,37.5522742320166,24.028880883153878,5385.797518505938,0.09627104322466859,37.5522742320166,24.16851663778596,6326.731831561478,0.11506635760126437,37.5522742320166,24.398366868819597,817.824012645788,0.014436746459736652,37.5522742320166,23.999935537691048,0.8337945847381572,37.58666666666667,7494384.721720211,27905123.804103713,0.0 
 01/19  22:30:00,1.8,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.00094000039713,24.00031050073944,24.00065211278738,24.000198093992235,23.998749359781552,24.0,24.0,24.0,24.0,24.0,46759.8777299095,0.0,0.0,0.0,0.0,0.0,12047.44254953344,0.2172207186177393,37.62138795843142,24.353025217978285,22229.464459815557,0.3912812565370213,37.62138795843142,24.030004242310845,5413.219224524886,0.09627104322466859,37.62138795843142,24.16948716629614,6343.435021598969,0.11473379587409308,37.62138795843142,24.39452506747684,814.4485469018823,0.014303811409462833,37.62138795843142,23.999553581642466,0.833810625662985,37.655,7556907.083372636,28055926.6379457,0.0 
 01/19  22:40:00,1.7333333333333334,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999151820658327,23.999541557163333,24.000005417584987,24.000993054588328,24.000131368945304,24.0,24.0,24.0,24.0,24.0,46771.38026052385,0.0,0.0,0.0,0.0,0.0,11946.79747059233,0.21398826744783248,37.689741673299196,24.333469605826032,22340.372946535175,0.3912812565370213,37.689741673299196,24.030547065777906,5422.427183662748,0.0959385007610255,37.689741673299196,24.168252663556736,6342.520817170603,0.11406867241975052,37.689741673299196,24.387671564089374,812.4973725738167,0.014197463369243778,37.689741673299196,23.99874935978156,0.8294741605348736,37.72333333333333,7493720.296809844,28062828.15631431,0.0 
 01/19  22:50:00,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999316355334685,23.99968156738236,23.99957089167209,24.000564267567594,23.999249095319666,24.0,24.0,24.0,24.0,24.0,46997.95431548422,0.0,0.0,0.0,0.0,0.0,11943.469803589982,0.21269528697986975,37.75802887187771,24.32430653948493,22553.17431241727,0.3930557747072572,37.75802887187771,24.030978936004686,5440.898246159991,0.09577222952920397,37.75802887187771,24.166925223951406,6341.2435507185,0.11340354896540794,37.75802887187771,24.380635258579993,808.8230571850246,0.014064528318969961,37.75802887187771,24.00013136894526,0.8289913685007089,37.791666666666664,7556165.343332446,28198772.58929053,0.0 
 01/19  23:00:00,1.6,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.000907110005645,23.999638288973795,23.99895313251393,23.99937726614898,24.00140343946535,24.0,24.0,24.0,24.0,24.0,47078.53679784554,0.0,0.0,0.0,0.0,0.0,11904.961606307359,0.21075581627792567,37.82626286520106,24.312628984975447,22664.78258314448,0.3930557747072572,37.82626286520106,24.031282256496524,5450.297571775383,0.0954396870655609,37.82626286520106,24.16424258090962,6340.073712945984,0.11273842551106539,37.82626286520106,24.372429007902294,808.2764420603719,0.013984767288805669,37.82626286520106,23.9992490953197,0.8259744708506149,37.86000000000001,7493182.017289753,28247122.078707322,0.0 
 01/19  23:10:00,1.4333333333333336,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.0003581334085,24.000072983275412,24.000042124705868,23.99993011768497,23.998936569147403,24.0,24.0,24.0,24.0,24.0,47790.55715598947,0.0,0.0,0.0,0.0,0.0,11980.170266784697,0.21010932604394428,37.95346634230401,24.312618047854276,22974.83681425271,0.39483029287749316,37.95346634230401,24.032618467274002,5536.458138045389,0.09610477199284705,37.95346634230401,24.171512659739914,6415.479786091874,0.11307098723823666,37.95346634230401,24.37965917863943,812.4852662983409,0.013931593268696143,37.95346634230401,24.00140343946532,0.8280469714212174,38.030833333333334,7493500.588146002,28674334.29359368,0.0 
 01/19  23:20:00,1.2666666666666668,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999752986921802,23.99962128273412,23.99920872102872,23.99941460883372,23.99902045421653,24.0,24.0,24.0,24.0,24.0,48269.0752071638,0.0,0.0,0.0,0.0,0.0,12089.072417497428,0.20946283580996292,38.11863466118733,24.311304226007174,23194.72343461562,0.39394303379237516,38.11863466118733,24.03290037413823,5601.541990775549,0.09610477199284705,38.11863466118733,24.17466717459101,6474.377185594149,0.11273842551106539,38.11863466118733,24.379804652538287,820.6781696209601,0.01390500625864138,38.11863466118733,23.998936569147354,0.8261540733648919,38.20166666666667,7555729.439225589,28961445.12429828,0.0 
 01/19  23:30:00,1.1,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.00076768496144,24.000460174606232,23.99997789277933,24.000769699839637,24.000063338797844,24.0,24.0,24.0,24.0,24.0,48887.79323454278,0.0,0.0,0.0,0.0,0.0,12201.270412800179,0.20881634557598155,38.28858894047303,24.30996956785097,23526.613690768878,0.39483029287749316,38.28858894047303,24.03340998744487,5687.574963539859,0.09643731445649012,38.28858894047303,24.17927996039501,6552.51731715983,0.11273842551106539,38.28858894047303,24.383943139252764,827.375428708421,0.013851832238531852,38.28858894047303,23.99902045421653,0.8266742106595619,38.372499999999995,7493289.595935307,29332675.94072567,0.0 
 01/19  23:40:00,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.000456027396094,24.00034707498291,24.000268479788307,23.999824998330293,24.000022704819862,24.0,24.0,24.0,24.0,24.0,49262.16337382957,0.0,0.0,0.0,0.0,0.0,12277.326613026276,0.2075233651080188,38.459062464588044,24.30567074760373,23700.749535725965,0.3930557747072572,38.459062464588044,24.03353779618675,5755.105590402087,0.09643731445649012,38.459062464588044,24.182228575190052,6604.244809619845,0.11223958292030844,38.459062464588044,24.38236303283241,833.971810150087,0.013798658218422324,38.459062464588044,24.000063338797876,0.8230546954104968,38.54333333333334,7492733.1797415335,29557298.024297744,0.0 
 01/19  23:50:00,0.7666666666666666,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,24.000706375443315,23.999528664347984,23.99932288706861,23.999101850472343,23.998908058822316,24.0,24.0,24.0,24.0,24.0,49744.63427681834,0.0,0.0,0.0,0.0,0.0,12387.707279577655,0.20687687487403744,38.62974615051592,24.304479797610902,23927.488886591447,0.3921685156221393,38.62974615051592,24.0332668057641,5822.909274437517,0.09643731445649012,38.62974615051592,24.1847099720622,6673.892723878886,0.1120733020567228,38.62974615051592,24.383489243126377,840.5672036347352,0.013745484198312796,38.62974615051592,24.000022704819873,0.8213014912077025,38.71416666666667,7554983.886877291,29846780.566091005,0.0 
 01/19  24:00:00,0.6,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,23.999576677311126,23.99994617486346,23.999700787323025,24.0000302773896,24.00058120699254,24.0,24.0,24.0,24.0,24.0,50252.703746580795,0.0,0.0,0.0,0.0,0.0,12461.347621259065,0.20558389440607472,38.800336866298345,24.29928049677056,24207.827090260704,0.3921685156221393,38.800336866298345,24.032842885669034,5900.628915599864,0.09660358568831165,38.800336866298345,24.18769384887882,6743.183673753612,0.11190702119313717,38.800336866298345,24.384781715008565,848.787790605173,0.013718897188258033,38.800336866298345,23.99890805882231,0.8199819140979208,38.885,7492260.785481193,30151622.24794848,0.0 
 01/20  00:10:00,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,171.46487106000004,1464.33222042135,137.980819515,137.980819515,6.587508,605.0874922321975,1020.3292642060316,640.5590720369069,96.14339231780713,0.0,0.0,0.0,0.0,0.0,22.970961348719282,23.48161718391934,22.798853483702242,22.64089380425281,22.204727653653713,17.999999999999996,17.999999999999996,17.999999999999996,17.999999999999996,17.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.85827906814976,38.85827906814976,0.0,0.0,38.85827906814976,38.85827906814976,0.0,0.0,38.85827906814976,38.85827906814976,0.0,0.0,38.85827906814976,38.85827906814976,0.0,0.0,38.85827906814976,38.85827906814976,0.0,24.220694129343755,7428736.987776835,0.0,0.0 
